"orig_name","clean_name","match_cos","gvkey","cos_score"
"FIRST COMMERCE CORPORATION","first commerce corp","FIRST COMMERCE CORP",4694,100
"First Data Corporation","first data corp","FIRST DATA CORP",25157,100
"FIRST DATA CORPORATION","first data corp","FIRST DATA CORP",25157,100
"FIRST EASTERN CORP.","first eastern corp","FIRST EASTERN CORP",11849,100
"FIRST FIDELITY BANCORPORATION","first fidelity bancorporation","FIRST FIDELITY BANCORP",4700,85.5993633693
"FIRST FINANCIAL CORPORATION","first financial corp","FIRST KENT FINANCIAL CORP",30393,86.2156582058
"FIRST FINANCIAL SAVINGS","first financial savings","FIRST SAVINGS FINANCIAL GP",180958,89.8732178173
"FIRST FLORIDA BANKS INC","first florida banks inc","FIRST FLORIDA BANKS INC",4704,100
"FIRST HAWAIIAN BANK","first hawaiian bank","FIRST HAWAIIAN INC",27665,91.4740664823
"First Health","first health","FIRST HEALTH GROUP CORP",13397,82.6919706762
"FIRST HEALTH GROUP CORP","first health group corp","FIRST HEALTH GROUP CORP",13397,100
"First Health Group Corp.","first health group corp","FIRST HEALTH GROUP CORP",13397,100
"FIRST HORIZON NATIONAL CORPORATION","first horizon national corp","FIRST HORIZON NATIONAL CORP",4737,100
"FIRST INTERNATIONAL BANCSHARES INC","first intl bancshares inc","FIRST US BANCSHARES INC",66597,86.147999071
"FIRST INTERSTATE BANCORPORATION","first interstate bancorporation","FIRST STATE BANCORPORATION",29112,89.864372729
"FIRST INTERSTATE BANCSYSTEM INC","first interstate bancsystem inc","FIRST INTERSTATE BANCSYSTEM",184167,99.1835612759
"FIRST KENTUCKY NATIONAL CORPORATION","first kentucky national corp","FIRST KENTUCKY NATIONAL",4712,97.8015742184
"FIRST MIDWEST BANCORP, INC","first midwest bancorp inc","FIRST MIDWEST BANCORP INC",11896,100
"FIRST MISSISSIPPI CORP","first mississippi corp","MISSISSIPPI POWER CO",7450,82.9871458687
"FIRST MISSISSIPPI CORPORATION","first mississippi corp","MISSISSIPPI POWER CO",7450,82.9871458687
"FIRST NATIONAL BANK","first national bank","BANK FIRST NATIONAL CORP",150803,96.0515924546
"FIRST NATIONAL BANK & TRUST CO","first national bank & trust co","BANK FIRST NATIONAL CORP",150803,82.2035049443
"FIRST NATIONAL BANK OF PENNSYLVANIA","first national bank of pennsylvania","FIRST PENNSYLVANIA CORP",4732,82.55194473
"FIRST NATIONAL CHARTER CORPORATION","first national charter corp","FIRST CHARTER CORP",16778,84.4875246439
"First National of Nebraska Inc","first national of nebraska inc","FIRST NATL OF NEBRASKA INC",14115,89.6211163543
"FIRST NATIONAL OF NEBRASKA INC","first national of nebraska inc","FIRST NATL OF NEBRASKA INC",14115,89.6211163543
"FIRST NATIONAL STATE BANCORPORATION","first national state bancorporation","FIRST STATE BANCORPORATION",29112,90.2765841102
"FIRST OF AMERICA BANK CORPORATION","first of america bank corp","FIRST OF AMERICA BANK CORP",4680,100
"FIRST PACIFIC FINANCIAL CORPORATION","first pacific financial corp","PACIFIC FINANCIAL CORP",141667,89.1778446828
"FIRST PENNSYLVANIA CORPORATION","first pennsylvania corp","FIRST PENNSYLVANIA CORP",4732,100
"FIRST SOLAR INC","first solar inc","FIRST SOLAR INC",175404,100
"FIRST SOLAR INC.","first solar inc","FIRST SOLAR INC",175404,100
"FIRST UNITED BANCORPORATION INC","first united bancorporation inc","FIRST UNITED BANCORPORATION",21602,98.9192160548
"FIRST VIRGINIA BANKS INC","first virginia banks inc","FIRST VIRGINIA BANKS INC",4742,100
"FIRST WASHINGTON GROUP INC","first washington group inc","WASHINGTON GROUP INTL INC",6347,83.565662757
"FIRST WESTERN FINANCIAL CORPORATION","first western financial corp","FIRST WESTERN FINANCIAL CORP",16862,100
"FIRSTCASH, INC.","firstcash inc","FIRSTCASH INC",24157,100
"FIRSTCORP INC","firstcorp inc","FIRSTCOM CORP",30750,89.1891436674
"FIRSTENERGY CORP","firstenergy corp","FIRSTENERGY CORP",8099,100
"FIRSTENERGY CORP.","firstenergy corp","FIRSTENERGY CORP",8099,100
"FIRSTIER FINANCIAL INC","firstier financial inc","FIRSTIER FINANCIAL INC",11851,100
"FIRSTPLUS FINANCIAL GROUP INC","firstplus financial group inc","FIRSTPLUS FINANCIAL GROUP",61986,99.2041577963
"Fiserv Corporation","fiserv corp","FISERV INC",12635,92.3407549969
"FISERV CORPORATION","fiserv corp","FISERV INC",12635,92.3407549969
"FISHER SCIENTIFIC INTERNATIONAL INC","fisher scientific intl inc","FISHER SCIENTIFIC INTL INC",13204,100
"Fisher Scientific International Inc.","fisher scientific intl inc","FISHER SCIENTIFIC INTL INC",13204,100
"FLEETWOOD ENTERPRISES INC","fleetwood enterprises inc","FLEETWOOD ENTERPRISES INC",4768,100
"FLEMING COMPANIES INC","fleming companies inc","FLEMING COMPANIES INC",4769,100
"FLIGHTSAFETY INTERNATIONAL INC","flightsafety intl inc","FLIGHTSAFETY INTERNATIONAL",4779,99.1924447197
"FLIR SYSTEMS INC","flir systems inc","FLIR SYSTEMS INC",28477,100
"FLIR SYSTEMS, INC.","flir systems inc","FLIR SYSTEMS INC",28477,100
"FLORIDA POWER & LIGHT CO","florida power & light co","FLORIDA POWER & LIGHT CO",4798,100
"Florida Power & Light Co.","florida power & light co","FLORIDA POWER & LIGHT CO",4798,100
"FLORIDA POWER & LIGHT CO.","florida power & light co","FLORIDA POWER & LIGHT CO",4798,100
"Florida Power & Light Company","florida power & light co","FLORIDA POWER & LIGHT CO",4798,100
"FLORIDA ROCK INDUSTRIES INC","florida rock industries inc","FLORIDA ROCK INDUSTRIES INC",4802,100
"Fluor Corporation","fluor corp","FLUOR CORP",4818,100
"FLUOR CORPORATION","fluor corp","FLUOR CORP",4818,100
"FMC CORPORATION","fmc corp","FMC CORP",4510,100
"FMC Technologies, Inc.","fmc technologies inc","FMC TECHNOLOGIES INC",142811,100
"FMC TECHNOLOGIES, INC.","fmc technologies inc","FMC TECHNOLOGIES INC",142811,100
"Focal Communications Corporation","focal communications corp","FOCAL COMMUNICATIONS CORP",121315,100
"FOCAL COMMUNICATIONS CORPORATION","focal communications corp","FOCAL COMMUNICATIONS CORP",121315,100
"FORCE PROTECTION, INC","force protection inc","FORCE PROTECTION INC",114421,100
"Ford Motor Company","ford motor co","FORD MOTOR CO",4839,100
"FORD MOTOR COMPANY","ford motor co","FORD MOTOR CO",4839,100
"FOREST CITY REALTY TRUST, INC.","forest city realty trust inc","FOREST CITY REALTY TRUST INC",4842,100
"FOREST OIL CORPORATION","forest oil corp","FOREST OIL CORP -OLD",4844,82.173060637
"FORMICA CORPORATION","formica corp","FORMICA CORP",13469,100
"FORT HOWARD CORPORATION","fort howard corp","FORT HOWARD CORP",4850,100
"FORT JAMES CORPORATION","fort james corp","FORT JAMES CORP",6226,100
"FORTIS INC","fortis inc","FORTIS INC",14390,100
"Fortis Inc.","fortis inc","FORTIS INC",14390,100
"FOSTER WHEELER CORPORATION","foster wheeler corp","FOSTER WHEELER AG",4864,89.4677188925
"FOUNDATION HEALTH CORPORATION","foundation health corp","FOUNDATION HEALTH CORP",22615,100
"FRANKLIN BANCORPORATION INC","franklin bancorporation inc","FRANKLIN BANCORPORATION INC",18457,100
"FRANKLIN ELECTRIC COMPANY INC","franklin electric company inc","FRANKLIN ELECTRIC CO INC",4881,84.6870209946
"FRED MEYER, INC","fred meyer inc","MEYER (FRED) INC",12681,100
"FREEMARKETS INC","freemarkets inc","FREEMARKETS INC",127378,100
"FREEPORT-MCMORAN COPPER & GOLD INC","freeport mcmoran copper & gold inc","FREEPORT MCMORAN GOLD CO",11965,87.0471449353
"FREEPORT-MCMORAN COPPER & GOLD, INC.","freeport mcmoran copper & gold inc","FREEPORT MCMORAN GOLD CO",11965,87.0471449353
"FREEPORT-MCMORAN COPPER AND GOLD INC.","freeport mcmoran copper & gold inc","FREEPORT MCMORAN GOLD CO",11965,87.0471449353
"FREEPORT-MCMORAN INC","freeport mcmoran inc","FREEPORT MCMORAN INC",4895,100
"FRIONA INDUSTRIES L P","friona industries l p","FRIONA INDUSTRIES INC",4910,87.9349611078
"FRONTIER COMMUNICATIONS","frontier communications","FRONTIER COMMUNICATIONS CORP",135484,97.4765679232
"FRONTIER CORPORATION","frontier corp","FRONTIER CORP",9195,100
"FRONTIER OIL CORPORATION","frontier oil corp","FRONTIER OIL CORP",11257,100
"FRUEHAUF CORPORATION","fruehauf corp","FRUEHAUF FINANCE CO",4921,87.6049407259
"FRUIT OF THE LOOM","fruit of the loom","FRUIT OF THE LOOM LTD  -CL A",13099,89.8437845055
"FuelCell Energy Inc.","fuelcell energy inc","FUELCELL ENERGY INC",25430,100
"FUELCELL ENERGY INC.","fuelcell energy inc","FUELCELL ENERGY INC",25430,100
"FUELCELL ENERGY, INC.","fuelcell energy inc","FUELCELL ENERGY INC",25430,100
"FULLER COMPANY","fuller co","FULLER (H. B.) CO",4926,83.9977134929
"FULTON FINANCIAL CORPORATION","fulton financial corp","FULTON FINANCIAL CORP",14172,100
"G HEILEMAN BREWING CO INC","g heileman brewing co inc","HEILEMAN (G) BREWING",31498,97.7928634171
"GALVESTON-HOUSTON COMPANY","galveston houston co","GALVESTON HOUSTON",4977,98.5421336921
"GAP INC","gap inc","GAP INC",4990,100
"GAP INC.","gap inc","GAP INC",4990,100
"GATEWAY","gateway","GATEWAY INC",29345,98.168924998
"GATX Corporation","gatx corp","GATX CORP",4941,100
"GATX CORPORATION","gatx corp","GATX CORP",4941,100
"GELCO CORPORATION","gelco corp","GELCO CORP",5013,100
"GEN-PROBE INCORPORATED","gen probe inc","GEN-PROBE INC",14186,100
"Gen Next","gen next","NEXT INC",122914,81.9462834171
"GEN NEXT","gen next","NEXT INC",122914,81.9462834171
"GENENTECH INC","genentech inc","GENENTECH INC",5020,100
"Genentech Inc.","genentech inc","GENENTECH INC",5020,100
"GENENTECH INC.","genentech inc","GENENTECH INC",5020,100
"GENERAL AUTOMOTIVE CORPORATION","general automotive corp","GENERAL AUTOMOTIVE PARTS CP",5028,83.3089537301
"GENERAL CHEMICAL CORPORATION","general chemical corp","GENERAL CHEMICAL CORP",21459,100
"GENERAL CHEMICAL GROUP INC","general chemical group inc","GENERAL CHEMICAL GROUP INC",121233,100
"GENERAL COMMUNICATION INC","general communication inc","GENERAL COMMUNICATION  -CL A",13375,89.2465615106
"GENERAL DYNAMICS CORPORATION","general dynamics corp","GENERAL DYNAMICS CORP",5046,100
"General Electric Company","general electric co","GENERAL ELECTRIC CO",5047,100
"GENERAL ELECTRIC COMPANY","general electric co","GENERAL ELECTRIC CO",5047,100
"GENERAL HOST CORPORATION","general host corp","GENERAL HOST CORP",5060,100
"GENERAL HOUSEWARES CORP","general housewares corp","GENERAL HOUSEWARES",5061,97.4449989613
"GENERAL INSTRUMENT CORPORATION","general instrument corp","GENERAL INSTRUMENT CORP",5063,100
"GENERAL MILLS CORPORATION","general mills corp","GENERAL MILLS INC",5071,94.0170289067
"GENERAL MILLS INC","general mills inc","GENERAL MILLS INC",5071,100
"GENERAL MILLS INC.","general mills inc","GENERAL MILLS INC",5071,100
"GENERAL MOTORS COMPANY","general motors co","GENERAL MOTORS CO",5073,100
"General Motors Corporation","general motors corp","GENERAL MOTORS CO",5073,94.7332209603
"GENERAL MOTORS CORPORATION","general motors corp","GENERAL MOTORS CO",5073,94.7332209603
"GENERAL NUTRITION CENTERS INC","general nutrition centers inc","GENERAL NUTRITION INC",5075,86.6495826044
"GENERAL NUTRITION CENTERS, INC.","general nutrition centers inc","GENERAL NUTRITION INC",5075,86.6495826044
"GENESEE & WYOMING INC","genesee & wyoming inc","GENESEE & WYOMING INC  -CL A",63123,93.8388099042
"Genesee & Wyoming Inc.","genesee & wyoming inc","GENESEE & WYOMING INC  -CL A",63123,93.8388099042
"GENESEE & WYOMING INC.","genesee & wyoming inc","GENESEE & WYOMING INC  -CL A",63123,93.8388099042
"Genesee & Wyoming, Inc.","genesee & wyoming inc","GENESEE & WYOMING INC  -CL A",63123,93.8388099042
"Genesis HealthCare Corp","genesis healthcare corp","GENESIS HEALTHCARE CORP",157355,100
"GENESIS HEALTHCARE CORPORATION","genesis healthcare corp","GENESIS HEALTHCARE CORP",157355,100
"GENESIS HEALTHCARE INC.","genesis healthcare inc","GENESIS HEALTHCARE INC",23109,100
"GENTEK INC","gentek inc","GENTEK INC",62865,100
"GENTEX CORPORATION","gentex corp","GENTEX CORP",5116,100
"GENTIVA HEALTH SERVICES INC","gentiva health services inc","GENTIVA HEALTH SERVICES INC",130200,100
"GENTIVA HEALTH SERVICES INC PAC GENTIVAPAC","gentiva health services inc pac gentivapac","GENTIVA HEALTH SERVICES INC",130200,82.0919821011
"GENTIVA HEALTH SERVICES INC.","gentiva health services inc","GENTIVA HEALTH SERVICES INC",130200,100
"GENWORTH FINANCIAL INC","genworth financial inc","GENWORTH FINANCIAL INC",158354,100
"Genworth Financial Inc.","genworth financial inc","GENWORTH FINANCIAL INC",158354,100
"Genzyme Corporation","genzyme corp","GENZYME CORP",12233,100
"GENZYME CORPORATION","genzyme corp","GENZYME CORP",12233,100
"GEO A HORMEL/CO DBA HORMEL FOODS CORP","geo a hormel co dba hormel foods corp","HORMEL FOODS CORP",5709,82.9770722967
"GEORGIA-PACIFIC CORP","georgia pacific corp","GEORGIA-PACIFIC CORP",5134,100
"GEORGIA POWER COMPANY","georgia power co","GEORGIA POWER",5135,97.8104687398
"GEOSOURCE INC","geosource inc","GEOSOURCE INC",5137,100
"GERDAU AMERISTEEL US INC.","gerdau ameristeel us inc","GERDAU AMERISTEEL CORP",14049,93.0005469366
"GETTY OIL CO","getty oil co","GETTY OIL CO",5148,100
"GETTY OIL COMPANY","getty oil co","GETTY OIL CO",5148,100
"GFI GROUP INC","gfi group inc","GFI GROUP INC",160719,100
"GIANT CEMENT HOLDING INC","giant cement holding inc","GIANT CEMENT HOLDING INC",30726,100
"GIANT INDUSTRIES INC","giant industries inc","GIANT INDUSTRIES INC",19427,100
"GIBRALTAR FINANCIAL CORP OF CA","gibraltar financial corpof ca","GIBRALTAR FINANCIAL CORP",5158,87.9953695232
"GIFFORD-HILL & COMPANY INC","gifford hill & company inc","GIFFORD-HILL & CO",5164,84.7266333981
"GILEAD SCIENCES INC","gilead sciences inc","GILEAD SCIENCES INC",24856,100
"GILEAD SCIENCES, INC.","gilead sciences inc","GILEAD SCIENCES INC",24856,100
"GILLETTE COMPANY","gillette co","GILLETTE CO",5169,100
"GIRARD BANK","girard bank","GIRARD CO",5173,87.2593803326
"GLACIER PAC","glacier pac","GLACIER CORP",142461,84.6235078423
"GlaxoSmithKline","glaxosmithkline","GLAXOSMITHKLINE PLC",5180,94.6982821588
"GLAXOSMITHKLINE LLC","glaxosmithkline llc","GLAXOSMITHKLINE PLC",5180,92.6883376711
"GLEASON CORPORATION","gleason corp","GLEASON CORP",5181,100
"GLENMORE DISTILLERIES COMPANY","glenmore distilleries co","GLENMORE DISTILLERIES  -CL B",5185,92.6152546272
"GOLD KIST INC","gold kist inc","GOLD KIST INC",5208,100
"GOLDMAN SACHS GROUP INC","goldman sachs group inc","GOLDMAN SACHS GROUP INC",114628,100
"GOODALL RUBBER COMPANY","goodall rubber co","GOODALL RUBBER CO",5223,100
"Goodrich Corporation","goodrich corp","GOODRICH CORP",5229,100
"GOODRICH CORPORATION","goodrich corp","GOODRICH CORP",5229,100
"GOODYEAR TIRE & RUBBER COMPANY","goodyear tire & rubber co","GOODYEAR TIRE & RUBBER CO",5234,100
"GOODYEAR TIRE & RUBBER COMPANY; THE","goodyear tire & rubber company the","GOODYEAR TIRE & RUBBER CO",5234,86.9964834176
"GOULD INC","gould inc","GOULD INC",5245,100
"GOULDS PUMPS INC","goulds pumps inc","GOULDS PUMPS INC",5247,100
"GPU CORPORATION","gpu corp","GPU INC",5079,93.5379293399
"GRAND CANYON EDUCATION INC","grand canyon education inc","GRAND CANYON EDUCATION INC",180083,100
"GRANITE CONSTRUCTION COMPANY","granite construction co","GRANITE CONSTRUCTION INC",21429,96.7866744554
"GRANITE CONSTRUCTION INC","granite construction inc","GRANITE CONSTRUCTION INC",21429,100
"Granite Construction Inc.","granite construction inc","GRANITE CONSTRUCTION INC",21429,100
"GRANITE CONSTRUCTION INC.","granite construction inc","GRANITE CONSTRUCTION INC",21429,100
"GRANITEVILLE COMPANY","graniteville co","GRANITEVILLE CO",5268,100
"GRAPHIC PACKAGING INTERNATIONAL INC","graphic packaging intl inc","GRAPHIC PACKAGING INTL CORP",26008,97.067202849
"GRAY & CO PUBLIC COMM INTERNAT'L INC","gray & co public comm intl","GRAY & CO PUBLIC COMM INTL",5283,100
"GREAT ATLANTIC & PACIFIC TEA CO INC","great atlantic & pacific tea co inc","GREAT ATLANTIC & PAC TEA CO",5301,86.0150975044
"GREAT FINANCIAL FEDERAL","great financial federal","FINANCIAL FEDERAL CORP",25322,81.0356997584
"GREAT LAKES CHEMICAL CORP","great lakes chemical corp","GREAT LAKES CHEMICAL CORP",5306,100
"GREAT LAKES CHEMICAL CORPORATION","great lakes chemical corp","GREAT LAKES CHEMICAL CORP",5306,100
"GREAT LAKES DREDGE & DOCK COMPANY","great lakes dredge & dock co","GREAT LAKES DREDGE & DOCK CP",148223,94.7054875709
"GREAT NORTHERN NEKOOSA CORPORATION","great northern nekoosa corp","GREAT NORTHERN NEKOOSA CORP",5314,100
"Great Southern Bank","great southern bank","GREAT SOUTHERN BANCORP",19428,87.6753609233
"GREAT SOUTHERN BANK","great southern bank","GREAT SOUTHERN BANCORP",19428,87.6753609233
"GREAT WESTERN FINANCIAL CORPORATION","great western financial corp","GREAT WESTERN FINANCIAL",5321,97.2741065116
"GRENADA SUNBURST SYSTEM CORPORATION","grenada sunburst system corp","GRENADA SUNBURST SYSTEMS CP",15184,89.3824763326
"GREYHOUND CORPORATION","greyhound corp","GREYHOUND LINES INC",15294,85.3742552842
"GREYHOUND DIAL CORPORATION","greyhound dial corp","GREYHOUND FINANCIAL CORP",5343,83.3852226693
"GREYHOUND LINES INC","greyhound lines inc","GREYHOUND LINES INC",15294,100
"Greyhound Lines Inc.","greyhound lines inc","GREYHOUND LINES INC",15294,100
"GREYHOUND LINES, INC.","greyhound lines inc","GREYHOUND LINES INC",15294,100
"GRIFOLS, INC.","grifols inc","GRIFOLS SA",277812,90.547251314
"Group 1 Automotive Inc","group 1 automotive inc","GROUP 1 AUTOMOTIVE INC",65718,100
"GROUP 1 AUTOMOTIVE INC","group 1 automotive inc","GROUP 1 AUTOMOTIVE INC",65718,100
"GROUP 1 AUTOMOTIVE INC.","group 1 automotive inc","GROUP 1 AUTOMOTIVE INC",65718,100
"GROUP 2 AUTOMOTIVE INC.","group 2 automotive inc","GROUP 1 AUTOMOTIVE INC",65718,88.7318381468
"GRUMMAN CORPORATION","grumman corp","GRUMMAN CORP",5361,100
"GRUMMAN PAC","grumman pac","GRUMMAN CORP",5361,87.2659110866
"GTECH CORPORATION","gtech corp","GTECH CORP",5362,100
"GTT COMMUNICATIONS, INC.","gtt communications inc","GTT COMMUNICATIONS INC",163768,100
"GUARDIAN INDUSTRIES CORP","guardian industries corp","GUARDIAN INDUSTRIES",5367,97.0922698972
"Guardian Industries Corp.","guardian industries corp","GUARDIAN INDUSTRIES",5367,97.0922698972
"GUARDIAN INDUSTRIES CORP.","guardian industries corp","GUARDIAN INDUSTRIES",5367,97.0922698972
"Guidant Corporation","guidant corp","GUIDANT CORP",31166,100
"GUIDANT CORPORATION","guidant corp","GUIDANT CORP",31166,100
"GUILFORD MILLS INC","guilford mills inc","GUILFORD MILLS INC",5377,100
"GULF OIL CORP","gulf oil corp","GULF CORP",5382,84.8634965096
"GULF POWER COMPANY","gulf power co","GULF POWER CO",5385,100
"GULFPORT ENERGY CORPORATION","gulfport energy corp","GULFPORT ENERGY CORP",26069,100
"GULFSTREAM AEROSPACE CORPORATION","gulfstream aerospace corp","GULFSTREAM AEROSPACE CORP",5389,100
"H & R BLOCK INC","h & r block inc","BLOCK H & R INC",2269,100
"H F AHMANSON & COMPANY","h f ahmanson & co","AHMANSON (H F) & CO",1194,100
"H&R Block Inc","h & r block inc","BLOCK H & R INC",2269,100
"H&R Block Inc.","h & r block inc","BLOCK H & R INC",2269,100
"H&R BLOCK INC.","h & r block inc","BLOCK H & R INC",2269,100
"HAEMONETICS CORPORATION","haemonetics corp","HAEMONETICS CORP",24021,100
"HAGGAR COMPANY","haggar co","HAGGAR CORP",25987,95.3254835074
"Halliburton","halliburton","HALLIBURTON CO",5439,97.884007316
"Halliburton Company","halliburton co","HALLIBURTON CO",5439,100
"HALLIBURTON COMPANY","halliburton co","HALLIBURTON CO",5439,100
"HALTER MARINE GROUP INC","halter marine group inc","HALTER MARINE GROUP INC",63659,100
"HAMMERMILL PAPER COMPANY","hammermill paper co","HAMMERMILL PAPER CO",5453,100
"HANCOCK HOLDING COMPANY","hancock holding co","HANCOCK HOLDING CO",24232,100
"HANGER, INC.","hanger inc","HANGER INC",16456,100
"HARBORSIDE HEALTHCARE CORPORATION","harborside healthcare corp","HARBORSIDE HEALTHCARE CORP",63020,100
"Harborside Healthcare Corporation PAC","harborside healthcare corp pac","HARBORSIDE HEALTHCARE CORP",63020,95.7496382624
"HARBORSIDE HEALTHCARE CORPORATION PAC","harborside healthcare corp pac","HARBORSIDE HEALTHCARE CORP",63020,95.7496382624
